STA_ID,LONG,LAT,SEASON,Date,THG_Fish,AFDW_Floc,AFDW_Soil,Alk_Phos_SW,Bulk_Dens_Floc,Bulk_Dens_Soil,CHLA_SW,CL_SW,COND,DO,Floc_Depth_ft,H2S_PW,MEHG_epi_peri,MEHG_Floc,MEHG_Peri_AVG,MEHG_soil,MEHG_soil_peri,MEHG_SW,NH4_SW,NO2_SW,NO3_SW,PH_soil,PH_SW,REDOX_PW,REDOX_SW,SO4_soil,SO4_SW,Soil_Thickness_FT,Sol_Reac_Phos_PW,Sol_Reac_Phos_SW,TEMP,THG_epi_peri,THG_floc,THG_peri_AVG,THG_peri_soil,THG_soil,THG_SW,TOC_SW,Tot_Carbon_Soil_%,Tot_Nitrogen_Soil_%,Tot_Nitrogen_SW,Tot_Phos_floc,Tot_Phos_soil,Tot_Phos_SW,TURB,Wat_Depth_ft
M275,-80.514873,26.296512,D,5/13/1996,,,85.340000,,,0.160000,,,586.000000,2.320000,,,,,,1.240000,,0.247000,,,,,7.140000,124.000000,10.000000,47.000000,6.600000,1.900000,,,23.440000,,,,,180.000000,41.380000,25.450000,,2.390000,,,620.000000,240.870000,105.500000,0.100000
M276,-80.599625,26.291154,D,5/13/1996,86.630000,,62.430000,,,0.240000,,,1281.000000,4.620000,,,,,,3.940000,,0.241000,,,,,7.280000,-2.000000,-48.000000,1300.000000,3.600000,0.800000,,,28.710000,,,,,64.000000,1.500000,62.980000,,2.300000,,,1273.680000,23.560000,4.860000,0.200000
M263,-80.460611,26.305028,D,5/13/1996,,,89.030000,,,0.150000,,,1261.000000,6.860000,,,1.600000,,1.600000,0.320000,,2.250000,,,,,7.770000,22.000000,84.000000,61.000000,9.100000,4.800000,,,33.050000,63.350000,,63.350000,,180.000000,5.080000,59.000000,,2.530000,,,335.870000,18.290000,4.830000,0.300000
M262,-80.372321,26.30689,D,5/13/1996,10.790000,,83.140000,,,0.110000,,,1223.000000,1.810000,,,,,,,,0.390000,,,,,7.470000,23.000000,-60.000000,35.000000,4.300000,4.200000,,,31.440000,,,,,170.000000,1.690000,45.880000,,2.020000,,,489.050000,17.830000,4.110000,0.800000
M280,-80.548614,26.236553,D,5/13/1996,,,74.920000,,,0.170000,,,,,,,,,,2.000000,,,,,,,,274.000000,,140.000000,,1.500000,,,,,,,,130.000000,,,,,,,496.890000,,,0.000000
M281,-80.481806,26.235083,D,5/13/1996,17.760000,,82.020000,,,0.160000,,,886.000000,3.340000,,,,,,0.450000,,0.258000,,,,,7.360000,128.000000,-52.000000,83.000000,24.000000,1.700000,,,31.840000,,,,,140.000000,1.080000,41.240000,,1.960000,,,399.170000,16.120000,1.020000,0.300000
M265,-80.403656,26.230955,D,5/13/1996,47.100000,,88.020000,,,0.120000,,,1176.000000,5.960000,,,3.560000,,3.560000,0.180000,,,,,,,7.850000,44.000000,98.000000,10.000000,44.000000,6.100000,,,28.770000,51.450000,,51.450000,,200.000000,4.010000,50.380000,,2.240000,,,283.190000,10.440000,2.380000,0.900000
M264,-80.306675,26.256487,D,5/13/1996,49.370000,,88.420000,,,0.110000,,,619.000000,4.800000,,,,,,0.330000,,0.553000,,,,,7.270000,68.000000,30.000000,1100.000000,9.400000,2.500000,,,26.620000,,,,,170.000000,1.410000,29.000000,,1.470000,,,412.170000,9.200000,0.890000,0.700000
M360,-80.910296,25.660925,D,5/14/1996,246.940000,,31.210000,,,0.470000,,,578.000000,1.120000,,,1.780000,,1.590000,0.120000,1.400000,0.365000,,,,,6.790000,-112.000000,-23.000000,12.000000,2.000000,1.900000,,,30.680000,13.730000,,24.720000,35.710000,52.000000,2.540000,16.230000,,1.730000,,,382.510000,47.020000,11.700000,0.400000
M479,-80.578562,25.302759,W,9/17/1996,174.360000,,27.710000,2.930000,,0.470000,,,421.000000,7.840000,,,,,0.290000,0.190000,0.290000,0.037000,,,,,7.250000,125.500000,108.000000,3.300000,2.000000,0.500000,,,30.470000,,,26.820000,26.820000,33.000000,3.920000,9.700000,,0.780000,,,143.100000,9.610000,2.470000,0.100000
M477,-80.769353,25.353959,W,9/17/1996,,,21.790000,2.490000,,0.630000,,,350.000000,8.410000,,,,,0.100000,,0.100000,0.027000,,,,,7.570000,154.500000,141.000000,2.200000,2.000000,0.300000,,,32.090000,,,68.910000,68.910000,26.000000,1.700000,7.010000,,0.340000,,,169.300000,7.130000,1.920000,0.200000
M480,-80.663357,25.290801,W,9/17/1996,229.740000,,38.930000,2.910000,,0.250000,,,290.000000,5.480000,,,,,1.050000,,1.050000,0.165000,,,,,7.290000,19.500000,141.000000,4.400000,2.000000,3.700000,,,30.400000,357.200000,,292.820000,228.440000,46.000000,2.580000,9.990000,,1.000000,,,233.670000,5.580000,1.740000,1.500000
M475,-80.81077,25.392537,W,9/17/1996,200.330000,,50.620000,3.470000,,0.230000,,,344.000000,10.880000,,,1.160000,,0.900000,0.220000,0.640000,0.064000,,,,,8.080000,133.000000,150.000000,8.100000,2.000000,1.200000,,,34.600000,88.740000,,61.720000,34.700000,79.000000,1.860000,12.050000,,0.980000,,,529.110000,6.610000,0.680000,1.100000
M481,-80.709318,25.288237,W,9/17/1996,43.080000,,13.930000,2.690000,,0.450000,,,294.000000,11.890000,,,,,0.030000,,0.030000,0.041000,,,,,7.840000,24.700000,129.000000,2.900000,2.000000,1.300000,,,35.190000,,,46.160000,46.160000,34.000000,1.740000,8.310000,,0.840000,,,124.390000,3.620000,0.950000,0.500000
M474,-80.767784,25.409242,W,9/17/1996,69.440000,,35.910000,2.970000,,0.230000,,,299.000000,9.160000,,,,,0.050000,,0.050000,0.084000,,,,,7.880000,110.000000,176.000000,4.500000,2.000000,0.000000,,,30.840000,,,27.530000,27.530000,73.000000,1.960000,10.600000,,0.910000,,,407.200000,7.750000,0.670000,0.600000
M473,-80.693844,25.428382,W,9/17/1996,,,41.470000,1.350000,,0.380000,,,440.000000,6.260000,,,,,0.030000,0.530000,0.030000,0.071000,,,,,7.500000,97.500000,185.000000,3.200000,2.000000,0.600000,,,29.030000,,,22.110000,22.110000,140.000000,2.330000,7.840000,,0.670000,,,1207.180000,9.150000,1.490000,0.600000
M478,-80.691893,25.347426,W,9/17/1996,80.470000,,21.610000,3.660000,,0.580000,,,240.000000,8.180000,,,,,0.060000,,0.060000,0.033000,,,,,7.630000,90.000000,150.000000,3.600000,2.000000,1.000000,,,28.890000,,,11.450000,11.450000,22.000000,3.180000,9.040000,,0.940000,,,87.790000,6.920000,1.580000,0.300000
M470,-80.6535,25.472528,W,9/17/1996,88.970000,,13.390000,2.960000,,0.500000,,,237.000000,9.860000,,,,,0.280000,,0.280000,0.049000,,,,,8.040000,119.500000,174.000000,5.100000,2.000000,1.000000,,,30.590000,38.560000,,42.805000,47.050000,42.000000,2.840000,9.480000,,0.910000,,,210.890000,9.090000,1.010000,1.000000
M476,-80.641399,25.370047,W,9/17/1996,64.030000,,27.950000,1.940000,,0.310000,,,309.000000,7.960000,,,,,,0.080000,,0.046000,,,,,7.610000,0.500000,149.000000,13.000000,2.000000,1.500000,,,29.210000,,,,,42.000000,1.980000,8.060000,,0.680000,,,343.420000,10.540000,1.810000,0.900000
M472,-80.604583,25.42895,W,9/18/1996,73.650000,,12.530000,1.750000,,0.540000,,,431.000000,3.450000,,,,,0.160000,0.100000,0.160000,0.126000,,,,,7.590000,96.300000,189.000000,3.800000,3.100000,0.600000,,,27.030000,,,49.500000,49.500000,30.000000,1.340000,9.130000,,0.650000,,,152.060000,4.960000,0.670000,0.300000
M469,-80.794125,25.47351,W,9/18/1996,184.780000,,72.900000,2.920000,,0.120000,,,552.000000,1.520000,,,2.200000,,2.200000,0.130000,,0.218000,,,,,7.180000,70.500000,115.000000,87.000000,2.300000,0.700000,,,29.180000,125.970000,,125.970000,,100.000000,0.980000,19.150000,,1.350000,,,573.860000,5.710000,1.410000,1.800000
M467,-80.566565,25.489725,W,9/18/1996,,,30.720000,0.290000,,0.480000,,,481.000000,3.770000,,,,,,0.820000,,0.030000,,,,,7.390000,108.500000,131.000000,23.000000,2.000000,2.000000,,,25.260000,,,,,78.000000,1.160000,6.010000,,0.480000,,,544.410000,4.860000,2.020000,0.200000
M471,-80.86846,25.465661,W,9/18/1996,340.080000,,86.800000,1.410000,,0.070000,,,447.000000,2.470000,,,,,,0.920000,,0.309000,,,,,7.210000,60.700000,111.000000,1400.000000,2.000000,3.500000,,,28.940000,,,,,170.000000,0.980000,16.780000,,1.100000,,,771.840000,9.820000,2.040000,1.200000
M466,-80.913638,25.511078,W,9/18/1996,527.520000,,31.530000,3.580000,,0.260000,,,432.000000,4.450000,,,2.300000,,2.095000,,1.890000,0.171000,,,,,7.520000,86.300000,112.000000,4.300000,2.000000,1.700000,,,29.810000,72.610000,,103.510000,134.410000,52.000000,1.110000,14.110000,,1.070000,,,222.770000,2.890000,1.330000,1.600000
M468,-80.73207,25.479815,W,9/18/1996,62.390000,,22.970000,2.800000,,0.410000,,,315.000000,7.720000,,,,,0.280000,0.090000,0.280000,0.036000,,,,,7.810000,70.700000,170.000000,16.000000,2.000000,0.500000,,,29.860000,,,40.750000,40.750000,46.000000,1.530000,8.290000,,0.820000,,,253.580000,3.310000,1.040000,0.200000
M461,-80.980472,25.570056,W,9/18/1996,97.050000,,79.640000,2.490000,,0.120000,,,331.000000,5.780000,,,,,,,,0.116000,,,,,7.450000,108.000000,101.000000,1300.000000,2.000000,4.000000,,,30.240000,,,,,110.000000,0.810000,11.170000,,0.960000,,,658.750000,3.720000,0.670000,1.300000
M456,-81.041897,25.616,W,9/18/1996,182.220000,,35.130000,3.080000,,0.340000,,,298.000000,7.590000,,,,,0.630000,0.180000,0.630000,0.059000,,,,,7.820000,102.300000,87.000000,3.400000,2.000000,1.200000,,,32.500000,134.770000,,99.970000,65.170000,42.000000,0.960000,10.880000,,0.870000,,,161.310000,1.960000,0.790000,1.400000
M463,-80.702576,25.536811,W,9/18/1996,140.990000,,53.980000,4.190000,,0.190000,,,519.000000,8.640000,,,3.680000,,2.030000,0.560000,0.380000,0.160000,,,,,8.110000,-34.000000,156.000000,440.000000,2.000000,0.100000,,,32.100000,106.190000,,62.310000,18.430000,120.000000,1.220000,20.190000,,1.500000,,,509.980000,4.860000,1.420000,0.600000
M462,-80.613095,25.559734,W,9/18/1996,76.440000,,38.390000,2.190000,,0.320000,,,435.000000,9.360000,,,,,0.370000,0.220000,0.370000,0.108000,,,,,7.860000,-57.000000,161.000000,150.000000,2.000000,0.100000,,,33.570000,34.550000,,63.470000,92.390000,110.000000,1.510000,17.730000,,1.160000,,,494.960000,6.200000,0.790000,0.600000
M459,-80.756064,25.585558,W,9/18/1996,285.760000,,87.590000,3.280000,,0.110000,,,620.000000,6.130000,,,3.390000,,3.390000,0.550000,,0.361000,,,,,7.610000,53.000000,179.000000,51.000000,3.700000,3.000000,,,33.120000,76.320000,,76.320000,,180.000000,2.130000,28.840000,,1.660000,,,381.890000,4.890000,1.410000,1.500000
M458,-80.681341,25.593186,W,9/18/1996,164.280000,,50.240000,2.360000,,0.160000,,,484.000000,6.880000,,,1.140000,,1.140000,0.260000,,0.225000,,,,,7.720000,-10.000000,167.000000,300.000000,5.300000,0.100000,,,31.970000,44.110000,,44.110000,,120.000000,1.190000,19.230000,,1.170000,,,342.220000,2.690000,0.520000,1.700000
M460,-80.890357,25.580976,W,9/18/1996,109.930000,,16.140000,2.840000,,0.570000,,,334.000000,12.280000,,,,,1.420000,0.070000,1.420000,0.073000,,,,,8.080000,135.000000,84.000000,90.000000,2.000000,1.600000,,,36.250000,85.250000,,68.180000,51.110000,29.000000,1.630000,13.630000,,1.070000,,,229.380000,2.640000,0.620000,0.700000
M455,-80.603092,25.627946,W,9/18/1996,83.730000,,27.590000,3.270000,,0.320000,,,376.000000,10.400000,,,1.230000,,0.730000,0.190000,0.230000,0.053000,,,,,8.390000,-58.000000,138.000000,140.000000,2.000000,0.200000,,,35.640000,56.380000,,41.555000,26.730000,67.000000,1.790000,19.320000,,1.270000,,,231.960000,3.720000,1.320000,0.800000
M464,-80.866636,25.527335,W,9/18/1996,324.620000,,35.290000,5.160000,,0.260000,,,415.000000,11.470000,,,3.500000,,1.980000,,0.460000,0.196000,,,,,8.170000,115.000000,99.000000,150.000000,2.000000,0.400000,,,35.450000,55.410000,,47.950000,40.490000,77.000000,1.070000,16.630000,,1.280000,,,393.660000,3.930000,1.460000,1.200000
M465,-80.785603,25.518668,W,9/18/1996,165.620000,,77.700000,5.860000,,0.140000,,,595.000000,7.000000,,,3.090000,,3.090000,3.930000,,0.415000,,,,,7.640000,102.000000,111.000000,39.000000,3.000000,1.600000,,,33.410000,114.520000,,114.520000,,240.000000,1.670000,22.870000,,1.760000,,,517.320000,4.890000,5.750000,1.300000
M448,-80.566285,25.677964,W,9/19/1996,98.750000,,35.450000,3.530000,,0.130000,,,437.000000,4.750000,,,1.010000,,0.780000,0.410000,0.550000,0.148000,,,,,7.470000,139.500000,171.000000,6.300000,2.000000,0.100000,,,28.100000,147.380000,,125.690000,104.000000,130.000000,1.720000,15.810000,,1.220000,,,328.700000,3.930000,2.350000,0.700000
M454,-80.871104,25.629657,W,9/19/1996,73.950000,,46.080000,0.690000,,0.300000,,,307.000000,1.550000,,,,,,0.400000,,0.099000,,,,,7.180000,168.500000,118.000000,17.000000,2.000000,0.300000,,,29.400000,,,,,65.000000,1.650000,13.450000,,0.930000,,,888.030000,5.060000,0.510000,1.400000
M449,-80.650912,25.677504,W,9/19/1996,215.790000,,85.780000,2.430000,,0.100000,,,498.000000,3.020000,,,2.540000,,2.540000,0.870000,,0.454000,,,,,7.430000,49.000000,187.000000,9.800000,4.400000,2.000000,,,28.970000,163.600000,,163.600000,,130.000000,2.080000,20.610000,,1.170000,,,323.920000,2.890000,0.760000,2.000000
M457,-80.84045,25.595466,W,9/19/1996,79.310000,,46.370000,1.800000,,0.230000,,,392.000000,2.830000,,,3.030000,,3.030000,0.580000,,0.219000,,,,,7.100000,128.500000,112.000000,9.000000,2.000000,0.500000,,,29.650000,148.300000,,148.300000,,76.000000,1.790000,16.360000,,1.090000,,,735.680000,4.240000,0.700000,1.200000
M450,-80.790524,25.662908,W,9/19/1996,286.640000,,55.780000,4.270000,,0.220000,,,387.000000,5.700000,,,3.800000,,2.915000,0.300000,2.030000,0.383000,,,,,7.560000,123.300000,116.000000,24.000000,2.000000,0.700000,,,30.860000,282.900000,,194.340000,105.780000,150.000000,2.130000,19.480000,,1.220000,,,540.550000,3.820000,1.360000,1.700000
M446,-80.696014,25.734941,W,9/19/1996,150.490000,,62.350000,2.270000,,0.170000,,,565.000000,3.690000,,,1.440000,,1.280000,0.920000,1.120000,0.483000,,,,,7.430000,-35.000000,180.000000,36.000000,5.300000,0.800000,,,36.400000,81.780000,,99.610000,117.440000,160.000000,1.930000,21.930000,,1.210000,,,367.400000,5.790000,0.670000,2.100000
M445,-80.626805,25.750295,W,9/19/1996,99.200000,,87.280000,1.170000,,0.090000,,,514.000000,2.330000,,,,,,0.090000,,0.802000,,,,,6.980000,-62.000000,29.000000,68.000000,5.600000,3.300000,,,27.330000,559.140000,,559.140000,,140.000000,3.450000,19.600000,,1.090000,,,315.460000,5.370000,1.270000,1.300000
M444,-80.538073,25.756809,W,9/19/1996,27.450000,,38.380000,0.730000,,0.180000,,,562.000000,,,,,,,0.120000,,0.204000,,,,,7.120000,-83.000000,15.000000,17.000000,4.200000,1.800000,,,30.180000,187.780000,,187.780000,,74.000000,1.100000,19.290000,,1.210000,,,288.950000,8.470000,0.990000,1.400000
M452,-80.715611,25.660417,W,9/19/1996,233.570000,,86.630000,3.150000,,0.110000,,,506.000000,6.110000,,,3.100000,,3.100000,,,0.443000,,,,,7.350000,101.300000,123.000000,130.000000,5.200000,2.300000,,,31.170000,185.330000,,185.330000,,220.000000,1.840000,23.120000,,1.330000,,,398.710000,6.100000,0.830000,2.000000
M441,-80.672917,25.806179,W,9/19/1996,120.810000,,90.830000,1.140000,,0.060000,,,345.000000,3.280000,,,6.130000,,6.130000,0.670000,,0.379000,,,,,7.180000,-87.000000,128.000000,74.000000,2.000000,4.400000,,,32.360000,232.140000,,232.140000,,170.000000,1.450000,15.990000,,1.000000,,,417.620000,4.240000,0.620000,2.400000
M447,-80.771209,25.703362,W,9/19/1996,274.440000,,28.610000,4.720000,,0.310000,,,313.000000,9.640000,,,4.960000,,4.075000,0.690000,3.190000,0.304000,,,,,8.050000,111.500000,106.000000,3.800000,2.000000,0.800000,,,34.390000,124.980000,,118.790000,112.600000,58.000000,2.000000,19.130000,,1.200000,,,276.840000,3.820000,1.270000,1.300000
M443,-80.759778,25.770556,W,9/19/1996,109.320000,,58.350000,2.130000,,0.190000,,,271.000000,7.570000,,,0.880000,,0.880000,0.300000,,0.146000,,,,,7.300000,150.700000,102.000000,27.000000,2.000000,0.300000,,,33.270000,124.830000,,124.830000,,150.000000,2.200000,14.050000,,0.870000,,,480.970000,4.240000,1.100000,2.200000
M440,-80.599741,25.819913,W,9/19/1996,238.560000,,84.510000,2.550000,,0.100000,,,491.000000,2.450000,,,1.460000,,1.460000,0.430000,,0.304000,,,,,7.100000,-87.000000,-65.000000,10.000000,2.000000,5.100000,,,31.770000,81.270000,,81.270000,,130.000000,2.950000,16.250000,,1.060000,,,265.230000,4.440000,12.200000,1.500000
M442,-80.832924,25.790594,W,9/19/1996,65.590000,,59.960000,1.870000,,0.170000,,,232.000000,6.630000,,,2.050000,,1.595000,0.160000,1.140000,0.135000,,,,,7.010000,135.500000,100.000000,32.000000,2.000000,1.000000,,,31.120000,293.890000,,250.220000,206.550000,120.000000,1.680000,11.330000,,0.810000,,,385.900000,2.480000,0.810000,2.200000
M438,-80.822703,25.83158,W,9/19/1996,67.040000,,82.150000,3.570000,,0.100000,,,220.000000,8.300000,,,0.890000,,1.820000,0.180000,2.750000,0.127000,,,,,7.620000,136.700000,92.000000,39.000000,2.000000,1.800000,,,32.370000,257.530000,,257.530000,257.530000,200.000000,2.280000,12.910000,,0.920000,,,423.720000,4.340000,1.610000,2.500000
M437,-80.721886,25.836709,W,9/19/1996,249.480000,,90.790000,1.210000,,0.090000,,,267.000000,6.420000,,,1.100000,,1.100000,0.420000,,0.226000,,,,,7.300000,122.500000,103.000000,130.000000,2.000000,3.900000,,,31.180000,130.710000,,130.710000,,220.000000,1.690000,11.790000,,0.750000,,,394.910000,2.690000,0.600000,2.300000
M439,-80.518299,25.823752,W,9/20/1996,250.060000,,87.890000,2.190000,,0.130000,,,537.000000,1.650000,,,1.160000,,1.160000,0.320000,,0.314000,,,,,7.310000,47.000000,192.000000,52.000000,2.000000,2.800000,,,27.570000,99.640000,,99.640000,,190.000000,2.210000,19.960000,,1.170000,,,344.350000,3.510000,1.020000,2.100000
M433,-80.795014,25.896875,W,9/20/1996,163.070000,,89.070000,1.860000,,0.090000,,,245.000000,0.980000,,,,,,,,0.073000,,,,,6.920000,183.300000,90.000000,45.000000,2.000000,3.100000,,,27.580000,104.040000,,104.040000,,240.000000,1.480000,13.830000,,0.830000,,,440.360000,4.440000,0.840000,1.900000
M436,-80.640751,25.874851,W,9/20/1996,191.180000,,91.130000,1.710000,,0.110000,,,400.000000,3.510000,,,2.250000,,1.280000,,0.310000,0.358000,,,,,7.470000,21.700000,164.000000,9.500000,2.000000,6.000000,,,27.840000,415.020000,,415.020000,415.020000,130.000000,1.220000,17.460000,,1.030000,,,199.200000,4.650000,1.040000,2.900000
M432,-80.712756,25.913309,W,9/20/1996,229.380000,,92.260000,2.780000,,0.100000,,,368.000000,0.910000,,,0.820000,,0.820000,0.050000,,0.177000,,,,,7.110000,124.000000,-30.000000,27.000000,2.000000,2.900000,,,27.890000,188.090000,,188.090000,,240.000000,1.930000,16.520000,,0.940000,,,287.890000,4.340000,0.990000,2.800000
M435,-80.561237,25.878107,W,9/20/1996,230.090000,,84.100000,1.460000,,0.160000,,,551.000000,3.340000,,,0.990000,,0.855000,0.320000,0.720000,0.408000,,,,,7.300000,-12.000000,164.000000,39.000000,3.100000,3.400000,,,28.070000,149.000000,,151.245000,153.490000,200.000000,2.120000,17.590000,,0.950000,,,215.770000,3.510000,1.230000,1.800000
M428,-80.692744,25.974471,W,9/20/1996,331.350000,,91.940000,1.060000,,0.080000,,,323.000000,2.960000,,,,,,0.730000,,0.247000,,,,,6.930000,115.000000,126.000000,44.000000,2.000000,3.500000,,,26.790000,,,,,200.000000,1.510000,14.860000,,0.930000,,,440.280000,8.470000,1.360000,1.500000
M434,-80.493722,25.895389,W,9/20/1996,132.240000,,31.140000,1.770000,,0.320000,,,529.000000,4.850000,,,1.050000,,0.880000,,0.710000,0.315000,,,,,7.450000,-20.000000,168.000000,3.500000,2.000000,2.300000,,,28.610000,375.560000,,323.790000,272.020000,66.000000,1.210000,18.280000,,0.980000,,,134.920000,3.510000,0.790000,2.000000
M427,-80.755119,25.985532,W,9/20/1996,254.360000,,90.000000,1.100000,,0.100000,,,369.000000,0.690000,,,3.170000,,3.170000,0.580000,,0.241000,,,,,6.890000,143.000000,45.000000,16.000000,2.100000,2.500000,,,27.210000,184.760000,,184.760000,,140.000000,1.900000,16.310000,,1.000000,,,295.110000,4.340000,0.900000,2.000000
M431,-80.62002,25.934393,W,9/20/1996,168.460000,,91.880000,1.730000,,0.110000,,,508.000000,5.120000,,,9.590000,,5.450000,0.180000,1.310000,0.819000,,,,,7.500000,-63.000000,173.000000,28.000000,2.900000,4.200000,,,29.380000,147.740000,,320.350000,492.960000,150.000000,2.870000,23.560000,,1.330000,,,303.090000,5.370000,1.080000,2.800000
M424,-80.81572,26.01757,W,9/20/1996,220.070000,,59.690000,1.850000,,0.130000,,,218.000000,2.770000,,,2.600000,,2.600000,0.290000,,0.140000,,,,,6.970000,121.300000,34.000000,12.000000,2.000000,1.400000,,,28.740000,179.650000,,179.650000,,110.000000,0.670000,11.520000,,0.730000,,,309.070000,3.930000,0.590000,1.800000
M430,-80.555139,25.944238,W,9/20/1996,80.210000,,88.500000,1.370000,,0.140000,,,556.000000,7.340000,,,1.130000,,1.130000,,,0.370000,,,,,7.380000,-71.000000,75.000000,2100.000000,6.900000,2.800000,,,29.380000,204.700000,,204.700000,,110.000000,2.290000,21.420000,,1.180000,,,271.810000,4.860000,0.450000,2.400000
M422,-80.716407,26.035592,W,9/20/1996,341.160000,,90.210000,1.180000,,0.090000,,,349.000000,1.370000,,,4.400000,,4.400000,0.700000,,0.394000,,,,,6.980000,117.300000,-22.000000,37.000000,2.000000,2.400000,,,27.340000,191.410000,,191.410000,,210.000000,2.140000,15.090000,,0.970000,,,371.860000,5.270000,1.230000,1.600000
M429,-80.478925,25.949526,W,9/20/1996,309.810000,,85.630000,1.540000,,0.150000,,,633.000000,6.500000,,,1.970000,,1.645000,0.190000,1.320000,0.372000,,,,,7.380000,-92.000000,171.000000,52.000000,2.900000,2.100000,,,30.320000,97.200000,,129.530000,161.860000,140.000000,2.820000,20.870000,,1.190000,,,275.020000,4.340000,0.530000,2.300000
M421,-80.67106,26.042354,W,9/20/1996,343.530000,,90.370000,1.720000,,0.080000,,,379.000000,1.090000,,,2.420000,,2.420000,0.640000,,1.660000,,,,,6.890000,190.300000,19.000000,41.000000,2.000000,2.200000,,,27.710000,58.690000,,58.690000,,230.000000,3.760000,18.790000,,0.800000,,,412.170000,6.300000,1.600000,1.800000
M426,-80.619118,25.988851,W,9/20/1996,232.350000,,89.160000,1.330000,,0.090000,,,435.000000,5.930000,,,5.680000,,5.680000,1.370000,,0.660000,,,,,7.320000,-94.000000,168.000000,17.000000,2.200000,4.300000,,,30.890000,203.220000,,203.220000,,160.000000,1.350000,17.490000,,1.000000,,,473.460000,9.090000,0.690000,2.600000
M425,-80.509944,26.004806,W,9/20/1996,14.990000,,86.410000,1.260000,,0.140000,,,665.000000,4.570000,,,,,,,,0.075000,,,,,7.440000,-80.000000,162.000000,1700.000000,11.000000,2.200000,,,31.690000,140.260000,,157.140000,174.020000,100.000000,0.670000,24.640000,,1.390000,,,276.050000,9.400000,0.830000,2.400000
M417,-80.716144,26.099176,W,9/20/1996,172.890000,,77.080000,2.750000,,0.100000,,,374.000000,3.880000,,,3.120000,,3.120000,0.830000,,0.353000,,,,,7.130000,140.500000,115.000000,10.000000,2.000000,2.000000,,,29.550000,276.720000,,276.720000,,220.000000,2.630000,17.140000,,0.720000,,,400.140000,4.750000,1.260000,1.200000
M423,-80.450226,26.028116,W,9/21/1996,227.410000,,67.720000,1.080000,,0.250000,,,633.000000,2.870000,,,1.390000,,1.150000,0.640000,0.910000,0.266000,,,,,7.200000,60.500000,159.000000,22.000000,2.000000,1.500000,,,26.240000,76.670000,,120.115000,163.560000,190.000000,2.380000,19.750000,,1.070000,,,274.950000,4.030000,0.430000,1.800000
M420,-80.58765,26.069499,W,9/21/1996,22.510000,,87.200000,0.770000,,0.140000,,,635.000000,0.360000,,,,,,0.680000,,0.324000,,,,,7.070000,52.500000,-54.000000,7.200000,11.000000,2.600000,,,26.920000,172.300000,,172.300000,,160.000000,1.090000,29.310000,,1.410000,,,306.960000,12.610000,0.960000,2.500000
M419,-80.494884,26.071204,W,9/21/1996,59.040000,,52.770000,2.360000,,0.190000,,,455.000000,0.980000,,,1.180000,,0.725000,0.220000,0.270000,0.643000,,,,,7.330000,35.300000,-9.000000,360.000000,4.000000,1.600000,,,27.200000,125.560000,,189.800000,254.040000,120.000000,2.530000,18.510000,,1.110000,,,325.790000,6.200000,1.180000,3.600000
M409,-80.690204,26.18464,W,9/21/1996,72.900000,,38.300000,1.860000,,0.320000,,,641.000000,0.570000,,,,,,0.290000,,0.420000,,,,,7.080000,67.500000,-60.000000,640.000000,15.000000,0.500000,,,27.920000,158.590000,,158.590000,,65.000000,1.540000,29.860000,,1.630000,,,532.360000,8.270000,1.290000,1.500000
M416,-80.469333,26.121389,W,9/21/1996,56.220000,,64.090000,1.500000,,0.230000,,,542.000000,0.970000,,,1.240000,,0.685000,0.170000,0.130000,0.440000,,,,,7.350000,-2.000000,133.000000,7.900000,12.000000,0.900000,,,27.450000,156.880000,,261.465000,366.050000,100.000000,2.290000,25.100000,,0.930000,,,314.810000,4.960000,0.620000,3.100000
M404,-80.657068,26.222518,W,9/21/1996,78.110000,,36.880000,1.230000,,0.470000,,,647.000000,0.540000,,,,,,0.190000,,0.403000,,,,,7.100000,56.700000,-24.000000,630.000000,17.000000,0.500000,,,26.550000,223.440000,,223.440000,,65.000000,1.380000,29.550000,,1.510000,,,225.910000,7.340000,0.820000,1.500000
M415,-80.551333,26.130087,W,9/21/1996,27.870000,,78.450000,0.790000,,0.190000,,,626.000000,1.230000,,,,,1.180000,0.490000,1.180000,0.542000,,,,,7.140000,35.000000,-7.000000,20.000000,12.000000,2.500000,,,27.770000,138.200000,,120.345000,102.490000,140.000000,2.160000,29.630000,,1.600000,,,299.190000,7.960000,0.790000,2.400000
M414,-80.627886,26.130981,W,9/21/1996,5.320000,,78.310000,0.160000,,0.110000,,,573.000000,4.270000,,,,,,0.250000,,0.088000,,,,,7.210000,17.000000,98.000000,44.000000,5.800000,5.100000,,,28.630000,156.260000,,156.260000,,180.000000,0.810000,24.080000,,1.560000,,,860.340000,28.520000,1.730000,1.400000
M403,-80.727044,26.237443,W,9/21/1996,99.640000,,46.290000,0.690000,,0.220000,,,469.000000,1.640000,,,0.770000,,0.770000,0.200000,,0.184000,,,,,7.040000,80.700000,114.000000,20.000000,5.600000,1.400000,,,26.480000,133.710000,,133.710000,,67.000000,1.600000,23.400000,,1.090000,,,290.670000,7.130000,0.800000,1.000000
