STA_ID,LONG,LAT,SEASON,Date,THG_Fish,AFDW_Floc,AFDW_Soil,Alk_Phos_SW,Bulk_Dens_Floc,Bulk_Dens_Soil,CHLA_SW,CL_SW,COND,DO,Floc_Depth_ft,H2S_PW,MEHG_epi_peri,MEHG_Floc,MEHG_Peri_AVG,MEHG_soil,MEHG_soil_peri,MEHG_SW,NH4_SW,NO2_SW,NO3_SW,PH_soil,PH_SW,REDOX_PW,REDOX_SW,SO4_soil,SO4_SW,Soil_Thickness_FT,Sol_Reac_Phos_PW,Sol_Reac_Phos_SW,TEMP,THG_epi_peri,THG_floc,THG_peri_AVG,THG_peri_soil,THG_soil,THG_SW,TOC_SW,Tot_Carbon_Soil_%,Tot_Nitrogen_Soil_%,Tot_Nitrogen_SW,Tot_Phos_floc,Tot_Phos_soil,Tot_Phos_SW,TURB,Wat_Depth_ft
M662,-80.40335209,26.21164662,W,9/27/1999,112.931429,45.121951,94.354839,1.793375,0.026750,,,80.000000,659.000000,9.020000,,0.118000,4.810000,0.200000,4.810000,0.150000,,1.560000,0.008820,0.002800,0.000700,,7.610000,29.000000,98.000000,1200.000000,24.000000,4.600000,0.000600,0.001200,29.910000,25.780000,36.920000,25.780000,,64.000000,3.560000,25.770000,,0.678472,,127.670963,,7.935690,0.980000,1.600000
M666,-80.72289568,26.17710345,W,9/27/1999,248.982857,92.490119,89.243028,0.928250,0.023750,,,24.000000,324.000000,5.520000,,0.187000,,9.530000,,3.770000,,0.372000,0.007280,0.002940,0.000700,,7.410000,-111.000000,138.000000,300.000000,2.000000,4.000000,0.001240,0.002480,29.620000,,172.360000,,,200.000000,0.680000,20.490000,,0.565879,,524.944280,,7.985166,0.500000,2.300000
M665,-80.40611156,26.19331328,W,9/27/1999,149.822857,85.098039,86.904762,1.772025,0.020972,,,54.000000,510.000000,8.640000,,0.950000,,,1.090000,0.270000,,0.420000,0.009800,0.003080,0.000700,,7.710000,0.000000,79.000000,590.000000,17.000000,4.700000,0.001240,0.001200,29.470000,,380.550000,45.510000,,180.000000,2.160000,23.950000,,0.688568,,291.713325,,6.585454,0.615000,2.100000
M657,-80.68936368,26.23621248,W,9/27/1999,53.612857,83.350000,76.377953,0.076750,0.007125,,,57.000000,722.000000,2.290000,,0.228000,,,,3.630000,,0.084800,0.005180,0.003780,0.000700,,7.280000,-127.000000,84.000000,2100.000000,42.000000,1.600000,0.001240,0.001200,27.360000,,158.680000,,,150.000000,1.290000,33.660000,,1.137101,,1105.790000,,15.569750,0.720000,2.000000
M656,-80.53312134,26.24223244,W,9/28/1999,114.132857,88.627451,69.884170,1.329625,0.006432,,,25.000000,307.000000,6.540000,,0.134000,,0.200000,,2.730000,,0.245000,0.016660,0.002380,0.000840,,7.390000,135.000000,204.000000,420.000000,2.000000,1.200000,0.002480,0.001200,27.800000,,160.250000,,,110.000000,1.400000,18.450000,,0.547946,,420.208366,,10.057299,0.590000,2.100000
M676,-80.77238815,26.03901723,W,9/28/1999,239.587143,89.682540,89.453125,1.418750,0.011094,,,25.000000,369.000000,2.770000,,0.102000,,,,0.340000,,1.080000,0.005180,0.003780,0.000700,,7.150000,5.000000,76.000000,530.000000,2.000000,2.000000,0.000600,0.001200,26.730000,,105.590000,,,170.000000,2.080000,18.050000,,0.589000,,323.502818,,8.842843,0.850000,2.300000
M652,-80.5821369,26.2690564,W,9/28/1999,100.005714,88.979592,87.500000,0.783850,0.030679,,,36.000000,407.000000,4.070000,,0.210000,,10.510000,1.145500,2.670000,,,0.005040,0.002660,0.000140,,7.220000,113.000000,188.000000,140.000000,2.100000,3.200000,0.006820,0.001200,27.740000,,130.570000,19.600000,,130.000000,0.800000,21.460000,,0.606323,,758.551052,,7.732330,0.675000,1.600000
M655,-80.70557985,26.242606,W,9/28/1999,10.898571,83.132530,77.992278,0.228450,0.008233,,,68.000000,801.000000,1.820000,,2.020000,,,,1.580000,,0.076700,0.051800,0.132720,0.335860,,7.290000,-45.000000,82.000000,4000.000000,51.000000,1.300000,0.045570,0.025420,26.470000,,119.420000,,,110.000000,0.980000,35.390000,,1.593359,,1477.747005,,78.613334,1.235000,1.800000
M647,-80.49282309,26.29505487,W,9/28/1999,56.165714,,89.763780,0.298050,,,,93.000000,1035.000000,3.870000,,1.725000,,11.100000,2.380000,3.730000,,0.300000,0.006580,0.003220,0.003500,,7.390000,178.000000,181.000000,470.000000,54.000000,3.500000,0.001860,0.004030,27.790000,,500.350000,49.940000,,150.000000,1.280000,37.490000,,1.358775,,,,12.980847,0.845000,2.900000
M654,-80.67020135,26.24906811,W,9/28/1999,98.694286,80.952381,88.477366,0.769725,0.013194,,,62.000000,638.000000,5.500000,,0.145000,,,3.190000,4.210000,,0.087200,0.007700,0.003220,0.000700,,7.460000,-94.000000,169.000000,550.000000,26.000000,1.300000,0.007440,0.001200,28.880000,,118.410000,25.820000,,140.000000,1.270000,27.460000,,0.949435,,615.171637,,11.370273,0.565000,2.800000
M650,-80.4648389,26.2756125,W,9/28/1999,122.890000,88.976378,89.516129,0.872450,0.006068,,,110.000000,871.000000,5.350000,,1.015000,,8.520000,,0.860000,,0.735000,0.005600,0.003640,0.000700,,7.510000,312.000000,88.000000,3000.000000,38.000000,2.300000,0.000600,0.003720,29.030000,,279.760000,,,140.000000,1.610000,30.020000,,0.870713,,454.257977,,6.099529,0.460000,3.000000
M653,-80.7205525,26.25990575,W,9/28/1999,8.248571,,15.873016,0.096600,,,,59.000000,797.000000,2.260000,,0.642000,,,,0.100000,,0.025300,0.014700,0.074060,0.778400,,7.300000,50.000000,128.000000,990.000000,52.000000,1.200000,0.043710,0.018910,27.230000,,,,,28.000000,0.660000,34.310000,,1.855164,,,,73.753247,1.450000,2.600000
M648,-80.36302846,26.29403718,W,9/28/1999,199.385714,93.600000,88.709677,0.481250,0.005896,,,65.000000,550.000000,5.630000,,0.915000,,,,3.060000,,1.200000,0.008120,0.003220,0.003220,,7.280000,-28.000000,76.000000,3900.000000,11.000000,10.700000,0.000600,0.002480,28.610000,,413.750000,,,150.000000,3.890000,26.860000,,1.398248,,512.871291,,10.409924,0.630000,1.900000
M651,-80.76656507,26.27225657,W,9/28/1999,177.730000,,53.100775,0.549975,,,,66.000000,731.000000,7.790000,,0.086000,,,1.685500,1.160000,2.880000,,0.012320,0.002660,0.000770,,7.650000,57.000000,90.000000,1700.000000,41.000000,0.900000,0.000930,0.020150,30.990000,,,47.840000,90.880000,65.000000,1.140000,30.650000,,0.914126,,,,13.999786,0.670000,2.900000
M645,-80.37857512,26.33160425,W,9/28/1999,27.712857,90.400000,84.860558,0.070175,0.016250,,,140.000000,1096.000000,2.390000,,5.920000,,0.200000,0.317500,0.020000,,,0.008540,0.004480,0.000700,,7.400000,306.000000,-182.000000,,59.000000,3.700000,0.002170,,27.420000,,48.400000,20.460000,,120.000000,3.420000,42.340000,,2.251054,,1417.816449,,30.837808,1.205000,1.900000
M646,-80.74546758,26.32234561,W,9/28/1999,190.850000,83.266932,83.333333,0.573625,0.013639,,,64.000000,758.000000,6.920000,,0.216000,,,,4.100000,,0.490000,0.009660,0.029680,0.063560,,7.490000,-48.000000,111.000000,1900.000000,46.000000,1.000000,0.001550,0.008680,31.180000,,70.550000,,,180.000000,1.400000,33.420000,,1.560000,,560.251623,,15.828104,0.975000,1.600000
M630,-80.34200912,26.46482049,W,9/28/1999,64.007143,95.951417,88.888889,1.175125,0.004886,,,12.000000,67.200000,7.450000,,0.033000,,22.880000,,0.390000,,,0.007280,0.002940,0.000840,,6.330000,320.000000,183.000000,23.000000,2.000000,12.000000,0.000600,0.001200,31.980000,,400.280000,,,120.000000,2.090000,21.200000,,1.471189,,574.125353,,9.265900,1.230000,2.000000
M649,-80.320173,26.29371301,W,9/28/1999,298.272857,,85.657371,0.485650,,,,78.000000,657.000000,7.320000,,2.930000,,10.130000,,6.880000,,1.080000,0.007560,0.003080,0.000840,,7.590000,21.000000,51.000000,3300.000000,25.000000,4.100000,0.000930,0.001200,30.720000,,464.110000,,,170.000000,2.450000,27.750000,,0.811742,,,,9.069174,0.745000,2.300000
M658,-80.37415019,26.22389265,W,9/28/1999,222.798571,,92.607004,0.637250,,,,66.000000,560.000000,6.270000,,5.385000,,12.590000,,0.020000,,0.395000,0.005880,0.002940,0.000700,,7.570000,334.000000,56.000000,1100.000000,26.000000,4.600000,0.000930,0.009920,30.420000,,373.980000,,,180.000000,1.990000,26.380000,,0.998114,,,,9.685237,0.895000,3.400000
M661,-80.31386866,26.21700877,W,9/29/1999,133.814286,56.862745,71.314741,1.010100,0.011125,,,51.000000,489.000000,3.800000,,0.221000,,0.200000,2.810000,0.230000,,0.344000,0.004900,0.002520,0.002100,,7.280000,58.000000,197.000000,2000.000000,8.800000,3.100000,0.000600,0.001200,26.970000,,115.300000,73.580000,,140.000000,2.520000,22.070000,,0.809728,,199.517815,,7.951469,0.540000,2.100000
M642,-80.34435011,26.35542653,W,9/29/1999,28.314286,,90.000000,0.032650,,,,130.000000,1014.000000,0.800000,,6.710000,,,,0.230000,,1.190000,0.007420,0.007280,0.000700,,7.350000,315.000000,-223.000000,5700.000000,43.000000,4.000000,0.000600,0.255130,25.980000,,,,,100.000000,1.530000,39.120000,,1.948727,,,,95.388240,1.515000,0.800000
M640,-80.294891667,26.373986112,W,9/29/1999,109.482857,96.747967,91.836735,0.677425,0.003469,,,7.200000,55.300000,3.190000,,0.039000,,0.200000,,7.170000,,0.428000,0.005740,0.004480,0.000700,,6.680000,316.000000,101.000000,220.000000,2.000000,7.300000,0.000600,0.001200,27.990000,,232.510000,,,150.000000,2.030000,16.230000,,0.545332,,700.997460,,14.882976,1.210000,2.100000
M635,-80.26749104,26.39691802,W,9/29/1999,60.080000,93.902439,95.752896,1.069475,0.003528,,,5.900000,45.500000,8.130000,,0.025000,,,,8.570000,,0.117000,0.007980,0.005740,0.000700,,6.340000,322.000000,188.000000,93.000000,2.000000,8.100000,0.000600,0.001200,28.910000,,355.220000,,,190.000000,1.630000,17.360000,,1.914555,,733.360790,,9.616386,1.175000,2.100000
M636,-80.36345425,26.39637712,W,9/29/1999,76.138571,90.650407,92.913386,0.462650,0.009083,,,140.000000,1054.000000,3.680000,,4.490000,4.370000,0.200000,2.550000,0.020000,,,0.027300,0.004900,0.000700,,7.370000,-33.000000,73.000000,1700.000000,56.000000,12.900000,0.001860,0.001200,31.730000,37.220000,176.000000,18.970000,,130.000000,2.320000,38.620000,,1.452889,,337.006596,,8.602252,0.825000,4.200000
M631,-80.27048261,26.44831711,W,9/29/1999,147.270000,96.047431,98.380567,1.762325,0.006083,,,9.000000,55.500000,7.850000,,0.069000,,,,0.730000,,0.048400,0.005740,0.003920,0.001820,,6.630000,297.000000,243.000000,120.000000,2.000000,8.000000,0.000600,0.001200,30.770000,,295.540000,,,180.000000,3.060000,17.690000,,1.057334,,430.632808,,9.715834,1.765000,1.600000
M634,-80.42625732,26.39720533,W,9/29/1999,93.912857,88.235294,86.800000,0.451625,0.018083,,,150.000000,942.000000,3.090000,,2.385000,,14.400000,,1.360000,,,0.009100,0.004200,0.000140,,7.260000,-91.000000,120.000000,1400.000000,25.000000,5.200000,0.001550,0.002790,28.850000,,211.310000,,,120.000000,2.080000,29.860000,,1.791384,,685.889783,,9.666575,0.965000,0.900000
M638,-80.45200291,26.39035377,W,9/29/1999,230.294286,84.523810,76.284585,1.101025,0.006068,,,55.000000,487.000000,6.890000,,0.459000,,,,19.720000,,0.380000,0.007420,0.002660,0.000700,,7.460000,-89.000000,94.000000,1600.000000,2.900000,6.000000,0.000600,0.004030,32.500000,,285.510000,,,260.000000,2.260000,22.530000,,1.226522,,708.456738,,9.223058,0.825000,1.100000
M628,-80.39467352,26.49276152,W,9/29/1999,209.928571,92.682927,93.951613,0.257825,0.003861,,,52.000000,192.000000,2.880000,,0.147000,,9.120000,,10.730000,,1.620000,0.004620,0.002940,0.000700,,6.550000,290.000000,186.000000,180.000000,2.800000,11.800000,0.000600,0.001550,27.350000,,235.170000,,,170.000000,2.800000,19.600000,,0.787711,,642.488449,,9.021589,0.445000,1.700000
M626,-80.37645727,26.53750282,W,9/30/1999,79.770000,91.338583,93.700787,2.250425,0.008306,,,13.000000,79.700000,2.150000,,0.040000,,5.780000,,12.800000,,0.240000,0.011480,0.003640,0.000700,,6.280000,90.000000,258.000000,78.000000,2.000000,10.300000,0.000600,0.004340,27.940000,,177.670000,,,140.000000,1.590000,22.650000,,2.158608,,339.838584,,8.097045,1.165000,1.100000
M623,-80.32648354,26.58568431,W,9/30/1999,291.242857,90.909091,94.736842,2.720200,0.007094,,,18.000000,128.200000,2.870000,,0.240000,,0.200000,,1.460000,,1.010000,0.010080,0.004060,0.000700,,6.680000,91.000000,196.000000,160.000000,2.100000,10.200000,0.000600,0.001200,27.400000,,167.110000,,,88.000000,2.160000,22.280000,,1.032324,,246.176588,,12.235204,3.970000,1.200000
M624,-80.4031552,26.57408936,W,9/30/1999,129.500000,90.650407,94.000000,1.192400,0.006417,,,21.000000,107.700000,3.320000,,0.067000,,,,7.110000,,0.372000,0.010500,0.004480,0.000700,,5.910000,298.000000,280.000000,100.000000,2.000000,10.000000,0.000600,0.001200,28.300000,,374.520000,,,160.000000,2.590000,27.220000,,1.120456,,400.608760,,7.533310,0.855000,1.000000
M627,-80.43612389,26.53289037,W,9/30/1999,56.987143,85.375494,96.428571,0.326075,0.004432,,,17.000000,1205.000000,2.220000,,2.230000,,0.200000,,2.460000,,0.245000,0.006720,0.005600,0.000700,,7.260000,-35.000000,-180.000000,1600.000000,66.000000,7.400000,0.001860,0.014570,28.420000,,209.710000,,,130.000000,0.880000,40.890000,,1.833421,,797.807229,,15.120374,1.900000,4.300000
M622,-80.37540356,26.65100302,W,9/30/1999,174.121429,91.764706,38.521401,0.876625,0.005375,,,58.000000,335.000000,3.230000,,0.163000,,46.920000,,16.510000,,4.610000,0.013020,0.005600,0.000700,,6.550000,24.000000,166.000000,220.000000,4.800000,12.400000,0.000600,0.004960,27.800000,,313.810000,,,170.000000,7.450000,36.770000,,1.159818,,432.358681,,9.003671,0.940000,0.800000
M644,-80.47423673,26.34710338,W,9/30/1999,196.155714,85.200000,100.000000,0.672150,0.006816,,,91.000000,703.000000,3.600000,,0.694000,,29.800000,,24.050000,,1.310000,0.007000,0.003080,0.000700,,7.100000,-3.000000,117.000000,1300.000000,22.000000,6.700000,0.006510,0.003720,28.590000,,341.350000,,,200.000000,2.840000,29.060000,,1.119900,,397.630543,,9.511327,0.485000,2.800000
M625,-80.25576763,26.55413483,W,9/30/1999,67.212857,90.873016,96.414343,1.239575,0.017417,,,76.000000,565.000000,4.200000,,0.476000,,,,0.330000,,1.040000,0.009100,0.004620,0.000700,,7.130000,-21.000000,204.000000,4100.000000,15.000000,3.100000,0.000930,0.001200,30.750000,,108.820000,,,140.000000,2.660000,28.270000,,1.282598,,35.711447,,8.258214,0.690000,2.000000
154,-80.5559702,25.6038472,W,11/8/2005,8.795055,,14.244482,0.860000,,0.090408,4.800000,34.000000,250.000000,9.100000,0.000000,0.049000,,,0.057706,0.132805,0.057706,0.070000,0.013800,0.000400,0.001700,7.450000,7.820000,82.666667,,,2.000000,0.650000,0.006500,0.011300,28.480000,,,28.924278,28.924278,40.545094,2.600000,9.100000,13.000000,0.180000,0.750000,,260.000000,7.900000,3.800000,0.100000
163,-80.6131333333333,25.6997,W,11/8/2005,46.341698,,24.799861,0.740000,,0.264375,5.100000,59.000000,555.000000,1.540000,0.023333,0.086000,5.096040,3.903542,5.096040,0.250000,,0.620000,0.020500,0.002500,0.045700,7.030000,6.900000,110.000000,,,2.700000,1.966667,0.006500,0.011400,23.480000,22.603203,140.000000,22.603203,,61.740622,1.800000,16.000000,20.000000,0.280000,1.100000,,330.000000,8.600000,0.800000,1.300000
160,-80.54188925,25.6835521833333,W,11/8/2005,53.653003,,20.736563,0.880000,,0.337301,1.000000,29.000000,412.000000,4.550000,0.040000,0.022000,0.540105,2.304718,0.540105,0.096142,,0.078000,0.017700,0.001400,0.014300,7.210000,7.330000,94.000000,,,2.000000,0.633333,0.013300,0.003800,25.310000,10.104222,160.000000,10.104222,,88.987364,1.700000,8.800000,17.000000,0.240000,1.000000,,260.000000,,1.000000,1.366667
152,-80.9859601166667,25.5852562833333,W,11/9/2005,44.960284,72.160185,28.341625,1.300000,0.037768,0.225668,3.200000,24.000000,341.000000,2.410000,0.000000,0.191000,1.182225,1.582110,1.182225,0.120953,,0.130000,0.054700,0.001000,0.027200,7.440000,7.220000,117.000000,,,2.000000,2.700000,0.004100,0.019700,25.240000,13.653898,120.000000,13.653898,,62.594071,1.400000,11.000000,20.000000,0.270000,1.400000,600.000000,280.000000,7.100000,0.300000,1.933333
149,-80.91101,25.5728864333333,W,11/9/2005,62.865110,,14.812030,1.210000,,0.467239,4.500000,28.000000,391.000000,8.280000,0.000000,0.036000,0.578323,,0.657829,0.119907,0.737335,0.066000,0.016000,0.001400,0.018800,7.340000,7.720000,82.333333,,,2.000000,0.833333,0.004300,0.012800,26.550000,4.165293,,15.155967,26.146640,37.685527,1.800000,8.900000,16.000000,0.194000,0.640000,,240.000000,5.300000,0.700000,0.983333
153,-80.9020166666667,25.5947166666667,W,11/9/2005,87.257264,,13.956085,0.760000,,0.608099,3.300000,26.000000,383.000000,11.220000,0.000000,0.024000,0.570372,,0.588315,0.117396,0.606257,0.087000,0.061600,0.003000,0.048700,7.250000,7.960000,107.333333,,,2.000000,0.400000,0.004300,0.016400,28.880000,14.919208,,20.478398,26.037588,44.036651,1.600000,9.100000,13.000000,0.229000,0.680000,,320.000000,5.800000,0.300000,0.816667
165,-80.5930916666666,25.7319236111111,W,11/9/2005,240.000000,59.428951,54.827453,1.040000,0.025683,0.149759,3.600000,28.000000,367.000000,1.970000,0.036667,0.080000,4.113276,2.868544,4.113276,0.368265,,0.380000,0.017100,0.000800,0.016200,7.060000,6.920000,108.866667,,,2.000000,2.300000,0.006500,0.004300,24.050000,33.523562,100.000000,33.523562,,100.000000,1.800000,9.400000,33.000000,0.190000,2.200000,320.000000,290.000000,7.500000,1.500000,1.900000
148,-80.78035805,25.56223305,W,11/9/2005,320.000000,81.165312,91.213528,1.560000,0.016236,0.097817,1.900000,54.000000,462.000000,8.460000,0.050000,0.109000,3.436864,6.306535,3.436864,1.200000,,0.340000,0.014100,0.000400,0.016800,6.420000,7.710000,144.400000,,,3.100000,2.200000,0.006500,0.016600,27.880000,26.254407,160.000000,26.254407,,260.000000,2.300000,15.000000,46.000000,0.360000,3.500000,490.000000,540.000000,4.700000,0.900000,1.700000
166,-80.5355144444444,25.7386886111111,W,11/9/2005,,78.398909,79.763314,0.480000,0.025185,0.112460,1.300000,49.000000,316.000000,2.600000,0.013333,0.093000,,5.889185,,0.767609,,0.240000,0.013200,0.000400,0.007400,6.850000,7.040000,110.000000,,,3.100000,2.266667,0.003900,0.030400,23.280000,,200.000000,,,180.000000,1.500000,13.000000,43.000000,0.259000,3.100000,660.000000,480.000000,6.700000,1.900000,1.700000
140,-80.59137645,25.47308515,W,11/10/2005,25.158562,,9.163022,,,0.754792,,,,,0.000000,,,,,0.110000,,,,,,7.200000,,,,,,0.433333,,,,,,,,32.375444,,,14.000000,,0.460000,,140.000000,,,0.000000
167,-80.7408179666667,25.7546337166667,W,11/10/2005,47.085424,,44.401800,0.690000,,0.245245,3.900000,37.000000,407.000000,7.600000,0.000000,0.122000,1.009835,,1.009835,0.230000,,0.190000,0.008100,0.001100,0.024000,6.910000,7.470000,113.000000,,,5.200000,0.766667,0.006500,0.006100,26.660000,14.569155,,14.569155,,109.871568,1.700000,13.000000,20.000000,0.260000,1.800000,,340.000000,6.400000,0.200000,2.316667
169,-80.5270669166667,25.77675745,W,11/10/2005,48.380145,89.555684,84.660823,0.700000,0.010402,0.171910,3.300000,33.000000,384.000000,6.670000,0.000000,0.046000,,0.526871,,0.315758,,0.038000,0.005200,0.001200,0.017400,6.610000,7.400000,174.666667,,,2.000000,4.866667,0.002100,0.043600,27.100000,,85.367043,,,170.000000,1.400000,12.000000,47.000000,0.216000,3.900000,780.000000,490.000000,7.200000,1.100000,2.216667
143,-80.67602325,25.5290749166667,W,11/10/2005,65.894888,,15.400203,1.080000,,0.475151,1.800000,58.000000,484.000000,8.160000,0.000000,0.022000,0.526663,,0.326524,0.107185,0.215369,0.070000,0.011500,0.000800,0.027000,7.480000,7.780000,89.000000,,,2.000000,0.250000,0.001500,0.035900,26.660000,5.809444,,6.819443,9.698381,63.510658,1.700000,12.000000,16.000000,0.296000,0.780000,,270.000000,4.400000,1.000000,1.100000
142,-80.57917915,25.5198837,W,11/10/2005,69.022155,,13.982448,0.800000,,0.645730,2.800000,42.000000,480.000000,5.010000,0.000000,,0.768346,,0.674167,0.162618,0.579987,0.120000,0.011500,0.000700,0.020100,7.370000,7.560000,,,,2.500000,0.050000,0.006500,,22.810000,8.249428,,10.811599,13.373769,53.214440,1.100000,8.800000,11.000000,0.208000,0.630000,,270.000000,8.400000,1.000000,0.716667
144,-80.9131517333333,25.53050485,W,11/10/2005,81.620735,,16.005169,0.910000,,0.344198,0.250000,39.000000,295.000000,,0.006667,0.045000,1.120908,0.470806,0.824481,0.081637,0.528055,0.070000,0.007200,0.000400,0.013100,7.210000,7.630000,118.200000,,,2.000000,1.250000,0.006500,0.002800,24.500000,7.593659,55.673463,6.987134,6.380608,49.287406,1.400000,9.300000,17.000000,0.223000,0.830000,,260.000000,4.000000,0.300000,1.400000
151,-80.66199925,25.5817843166667,W,11/10/2005,86.644831,,12.175949,1.360000,,0.467780,1.600000,70.000000,556.000000,10.450000,0.010000,,0.845175,,0.522674,0.367659,0.242589,0.120000,0.009200,0.000500,0.015700,7.260000,7.870000,,,,5.200000,0.166667,0.001600,,27.100000,8.846638,,7.357458,3.045225,43.892042,2.000000,17.000000,14.000000,0.358000,0.640000,,180.000000,5.200000,14.400000,1.250000
155,-80.7969831166667,25.61155195,W,11/10/2005,170.000000,29.695376,21.778812,1.380000,0.046624,0.350876,0.600000,49.000000,72.000000,7.660000,0.050000,0.087000,2.727835,1.384541,1.838717,0.080591,0.949598,0.330000,0.015800,0.000700,0.010100,7.340000,7.750000,72.233333,,,5.900000,0.933333,0.001700,0.006500,26.460000,12.410501,63.029224,11.941554,11.472606,64.657668,1.900000,14.000000,18.000000,0.330000,1.200000,250.000000,300.000000,5.200000,0.500000,1.550000
158,-80.7629624666667,25.6499103166667,W,11/10/2005,280.000000,78.878428,78.450197,1.270000,0.016728,0.136480,1.200000,46.000000,486.000000,6.100000,0.016667,0.085000,8.580932,4.354408,8.580932,6.736204,,0.360000,0.014600,0.000800,0.030500,6.930000,7.600000,104.733333,,,5.400000,1.166667,0.006500,0.003000,26.660000,24.596263,86.787357,24.596263,,140.000000,1.600000,15.000000,42.000000,0.309000,3.400000,340.000000,410.000000,4.900000,0.500000,2.200000
136,-80.6524963,25.4252514666667,W,11/11/2005,41.000000,,,0.790000,,,5.900000,22.000000,389.000000,5.770000,0.000000,0.037000,0.212437,,0.157981,,0.103525,0.070000,0.045200,0.001000,0.007200,,7.280000,63.733333,,,2.000000,0.100000,0.006500,0.006500,22.900000,11.905061,,10.704442,9.503822,,1.500000,5.000000,,0.626000,,,,7.000000,4.000000,0.116667
130,-80.6589737666667,25.3516064333333,W,11/11/2005,53.971514,,12.005717,0.880000,,0.505512,1.400000,32.000000,379.000000,8.950000,0.000000,0.020000,0.528823,,0.355943,0.111845,0.183064,0.069000,0.022500,0.001100,0.006900,7.140000,7.670000,116.933333,,,2.000000,0.400000,0.006500,0.002700,28.650000,10.660633,,7.754984,4.849336,29.717134,2.800000,6.500000,15.000000,0.688000,0.650000,,180.000000,5.500000,1.300000,0.150000
132,-80.72853055,25.3637607666667,W,11/11/2005,59.700927,,11.199478,0.580000,,0.522521,1.900000,28.000000,400.000000,3.600000,0.030000,0.021000,0.294564,,0.205169,0.054982,0.115773,0.063000,0.032500,0.001400,0.027600,7.070000,7.400000,136.233333,,,2.000000,0.400000,0.006500,0.006500,21.560000,8.279553,,8.373834,8.468114,37.111713,1.400000,6.000000,15.000000,0.479000,0.600000,,150.000000,5.100000,0.400000,0.166667
138,-80.7649586333333,25.4404329666667,W,11/11/2005,85.772191,,11.014421,0.900000,,0.446656,2.400000,29.000000,307.000000,10.830000,0.000000,0.020000,0.367701,,0.416995,0.340515,0.466290,0.040000,0.017600,0.001200,0.040900,7.210000,7.880000,110.233333,,,2.000000,0.926667,0.003200,0.006500,28.730000,8.518077,,9.015589,9.513101,39.615192,1.200000,7.200000,15.000000,0.572000,0.560000,,180.000000,4.300000,1.700000,0.746667
137,-80.6730554,25.4329451333333,W,11/11/2005,87.157032,,27.657874,0.810000,,0.357812,5.600000,27.000000,315.000000,9.690000,0.000000,0.034000,3.139960,,1.688626,0.830000,0.237293,0.080000,0.021300,0.001500,0.011100,7.120000,7.330000,86.200000,,,2.000000,0.091667,0.006500,0.003400,26.290000,7.751124,,7.542838,7.334552,140.000000,1.300000,7.400000,18.000000,0.580000,1.400000,,620.000000,6.200000,1.000000,0.341667
128,-80.59599235,25.3243487166667,W,11/11/2005,120.000000,,9.739469,1.140000,,0.562474,1.300000,40.000000,383.000000,5.510000,0.000000,0.025000,0.195467,,0.137595,0.070933,0.079724,0.073000,0.016200,0.001200,0.020000,7.220000,7.530000,127.466667,,,2.000000,0.333333,0.003000,0.006500,21.650000,11.482432,,8.633725,5.785019,26.084175,1.700000,9.900000,12.000000,0.877000,0.460000,,120.000000,4.600000,1.300000,0.266667
157,-80.6881198333333,25.6187492,W,11/11/2005,130.000000,55.735838,25.013979,1.180000,0.029237,0.245990,6.100000,65.000000,586.000000,9.290000,0.066667,0.204000,2.421974,0.239037,2.262197,0.156371,,0.290000,0.016200,0.001700,0.028000,6.990000,7.610000,108.400000,,,7.900000,0.550000,0.006500,0.017800,26.930000,18.598453,100.000000,16.244221,,63.691313,1.400000,19.000000,20.000000,0.952000,1.200000,370.000000,240.000000,5.200000,0.800000,1.700000
135,-80.7795724166667,25.4217615666667,W,11/11/2005,180.000000,,18.407694,0.990000,,0.384023,3.200000,28.000000,362.000000,8.270000,0.000000,0.029000,0.309512,,0.285470,0.257733,0.261428,0.100000,0.017800,0.001600,0.029100,7.260000,7.510000,141.533333,,,2.000000,0.833333,0.006500,0.006500,25.220000,5.548625,,6.340788,7.132951,68.334886,1.200000,6.200000,18.000000,0.520000,1.000000,,290.000000,4.600000,1.000000,0.933333
147,-80.7366360166667,25.55916815,W,11/11/2005,180.000000,80.108947,65.437208,0.640000,0.018625,0.102766,2.700000,68.000000,582.000000,3.360000,0.100000,0.161000,9.388661,6.052421,9.388661,1.816188,,0.310000,0.015300,0.001700,0.011500,7.000000,7.240000,75.333333,,,5.700000,1.400000,0.006500,0.033000,24.000000,45.439737,140.000000,45.439737,,140.000000,1.600000,17.000000,35.000000,0.923000,2.400000,820.000000,420.000000,6.100000,2.600000,1.666667
161,-80.7707042166667,25.6911946666667,W,11/11/2005,190.000000,61.864217,67.247870,1.400000,0.018971,0.120396,1.300000,26.000000,364.000000,8.810000,0.033333,0.104000,1.794519,4.816668,1.455883,1.345088,1.117247,0.410000,0.054100,0.004400,0.025200,6.880000,7.650000,98.000000,,,2.000000,0.966667,0.004000,0.016000,27.170000,15.281432,70.032179,18.014009,20.746585,140.000000,1.900000,12.000000,31.000000,0.679000,2.400000,340.000000,730.000000,5.500000,2.000000,1.800000
