"","ln_Hg_fish","DOC","soil_drywt","sulfide","sulfate","MeHg_soil","MeHg_water","Hg_soil","MeHg_peri","TN","TP"
"1",4.7634551649538,3.31527631915452,2.60417007061482,-1.08540278360873,0.693147180559945,-1.89711998488588,-1.88387475813586,4.04305126783455,0.832909122935104,-0.0681867679043349,3.70401434169821
"2",6.08847782127798,3.40119738166216,4.47278099794235,-1.24453073996281,0.693147180559945,1.54543258245819,0.451075619360217,5.24702407216049,1.48028538849784,1.12119775041692,3.77940548081331
"3",5.52712484748668,3.21727454350123,3.58712354515955,-1.26584660166234,0.693147180559945,-1.30933331998376,-1.20397280432594,4.27666611901606,2.29857707159651,0.375569773919429,3.70794651683116
"4",5.00166181929715,3.24063731664971,4.30864916486911,-1.58930019912865,0.693147180559945,-0.941608539858445,-0.660999344411469,5.24702407216049,1.01160091167848,1.04741138755603,3.70794651683116
"5",4.28289666876669,3.0878555624298,4.4633761803702,-1.04636902759183,0.693147180559945,0.779324876800998,-2.37515578582888,5.01063529409626,0.683096844706444,1.08219921711189,3.94989665785623
"6",NA,3.02723094061336,2.30458309565672,0.442549816626938,0.693147180559945,-3.2188758248682,-1.37436579025462,2.94443897916644,-1.22077992264232,-0.341445784230167,0.500775287912489
"7",NA,3.64959503551151,2.3823200610129,0.585459330982527,3.20157339746585,-1.89711998488588,0.500918550377205,3.29583686600433,-1.51412773262978,-0.43084343023109,3.98247835854065
"8",5.04760989688762,2.52091708731103,2.57108434602905,-2.05826642922148,0.693147180559945,-2.81341071676004,-1.76026080216868,3.73766961828337,-0.281037529733112,-0.148312090941218,2.51122395810537
"9",NA,3.4741183179246,3.58573869519442,0.575007247098116,3.31509008059997,-1.17118298150295,0.11329416060389,4.59511985013459,0.135404637006203,0.553235476971136,3.26952168483531
"10",5.453867067289,3.53892827735043,2.92691795755363,-0.977643705593201,0.693147180559945,-2.52572864430826,-1.56064774826467,4.06044301054642,0.152721087017664,0.132365963776064,1.53686721959926
